index,label,drift,s_5,s_10,s_20,s_50
1193,PNEUMONIA,1.413725,0.200000,0.300000,0.200000,0.160000
1194,PNEUMONIA,1.456155,0.000000,0.100000,0.150000,0.100000
1195,PNEUMONIA,1.424533,0.000000,0.000000,0.000000,0.140000
1196,PNEUMONIA,1.417447,0.000000,0.000000,0.000000,0.100000
1197,PNEUMONIA,1.423223,0.200000,0.100000,0.050000,0.020000
1198,PNEUMONIA,1.438746,0.000000,0.100000,0.100000,0.280000
1199,PNEUMONIA,1.402049,0.000000,0.000000,0.100000,0.100000
1200,PNEUMONIA,1.432858,0.000000,0.000000,0.000000,0.160000
1201,PNEUMONIA,1.415574,0.000000,0.000000,0.100000,0.140000
1202,PNEUMONIA,1.392514,0.000000,0.200000,0.100000,0.040000
1203,PNEUMONIA,1.424986,0.200000,0.100000,0.100000,0.120000
1204,PNEUMONIA,1.410144,0.000000,0.100000,0.050000,0.080000
1205,PNEUMONIA,1.428502,0.000000,0.000000,0.200000,0.120000
1206,PNEUMONIA,1.432947,0.000000,0.000000,0.050000,0.140000
1207,PNEUMONIA,1.421901,0.200000,0.100000,0.300000,0.340000
1208,PNEUMONIA,1.418841,0.000000,0.200000,0.250000,0.160000
1209,PNEUMONIA,1.426313,0.000000,0.000000,0.250000,0.200000
1210,PNEUMONIA,1.409511,0.000000,0.000000,0.000000,0.100000
1211,PNEUMONIA,1.421475,0.200000,0.100000,0.050000,0.100000
1212,PNEUMONIA,1.413156,0.000000,0.000000,0.050000,0.160000
1213,PNEUMONIA,1.425791,0.000000,0.000000,0.100000,0.060000
1214,PNEUMONIA,1.421251,0.000000,0.100000,0.050000,0.140000
1215,PNEUMONIA,1.474201,0.200000,0.300000,0.250000,0.300000
1216,PNEUMONIA,1.427623,0.200000,0.200000,0.400000,0.420000
1217,PNEUMONIA,1.412341,0.000000,0.000000,0.100000,0.120000
1218,PNEUMONIA,1.421089,0.000000,0.000000,0.100000,0.220000
1219,PNEUMONIA,1.419427,0.000000,0.000000,0.050000,0.060000
1220,PNEUMONIA,1.422298,0.000000,0.000000,0.100000,0.120000
1221,PNEUMONIA,1.439639,0.200000,0.200000,0.150000,0.120000
1222,PNEUMONIA,1.423460,0.000000,0.200000,0.100000,0.120000
1223,PNEUMONIA,1.435373,0.000000,0.100000,0.150000,0.180000
1224,PNEUMONIA,1.415427,0.000000,0.000000,0.000000,0.100000
1225,PNEUMONIA,1.430302,0.000000,0.000000,0.050000,0.120000
1226,PNEUMONIA,1.411228,0.200000,0.300000,0.250000,0.280000
1227,PNEUMONIA,1.425379,0.400000,0.200000,0.100000,0.100000
1228,PNEUMONIA,1.439474,0.000000,0.000000,0.100000,0.140000
1229,PNEUMONIA,1.409571,0.000000,0.100000,0.100000,0.100000
1230,PNEUMONIA,1.412538,0.000000,0.000000,0.000000,0.020000
1231,PNEUMONIA,1.433959,0.200000,0.100000,0.250000,0.180000
1232,PNEUMONIA,1.394400,0.000000,0.100000,0.100000,0.180000
1233,PNEUMONIA,1.423341,0.200000,0.100000,0.100000,0.100000
1234,PNEUMONIA,1.434111,0.000000,0.100000,0.100000,0.160000
1235,PNEUMONIA,1.417511,0.000000,0.000000,0.000000,0.080000
1236,PNEUMONIA,1.413439,0.000000,0.100000,0.100000,0.140000
1237,PNEUMONIA,1.429354,0.000000,0.100000,0.100000,0.120000
1238,PNEUMONIA,1.407732,0.200000,0.100000,0.050000,0.020000
1239,PNEUMONIA,1.419537,0.000000,0.100000,0.050000,0.120000
1240,PNEUMONIA,1.425651,0.000000,0.100000,0.100000,0.120000
1241,PNEUMONIA,1.398586,0.000000,0.000000,0.000000,0.060000
1242,PNEUMONIA,1.418923,0.000000,0.000000,0.100000,0.180000
1243,PNEUMONIA,1.397889,0.200000,0.300000,0.150000,0.200000
1244,PNEUMONIA,1.275191,0.000000,0.000000,0.000000,0.000000
1245,PNEUMONIA,1.423248,0.000000,0.200000,0.200000,0.200000
1246,PNEUMONIA,1.416552,0.200000,0.200000,0.200000,0.120000
1247,PNEUMONIA,1.432684,0.000000,0.000000,0.000000,0.160000
1248,PNEUMONIA,1.421403,0.000000,0.100000,0.200000,0.240000
1249,PNEUMONIA,1.438640,0.200000,0.200000,0.150000,0.200000
1250,PNEUMONIA,1.442550,0.400000,0.200000,0.150000,0.160000
1251,PNEUMONIA,1.432098,0.000000,0.000000,0.050000,0.100000
1252,PNEUMONIA,1.398608,0.200000,0.200000,0.100000,0.180000
1253,PNEUMONIA,1.420810,0.000000,0.200000,0.100000,0.200000
1254,PNEUMONIA,1.408113,0.000000,0.100000,0.100000,0.140000
1255,PNEUMONIA,1.413412,0.200000,0.200000,0.100000,0.060000
1256,PNEUMONIA,1.428761,0.000000,0.100000,0.150000,0.240000
1257,PNEUMONIA,1.427233,0.000000,0.000000,0.000000,0.140000
1258,PNEUMONIA,1.474449,0.000000,0.000000,0.000000,0.020000
1259,PNEUMONIA,1.384308,0.200000,0.100000,0.050000,0.020000
1260,PNEUMONIA,1.425567,0.000000,0.000000,0.100000,0.140000
1261,PNEUMONIA,1.411243,0.000000,0.000000,0.000000,0.120000
1262,PNEUMONIA,1.410306,0.000000,0.100000,0.050000,0.080000
1263,PNEUMONIA,1.428707,0.000000,0.100000,0.050000,0.220000
1264,PNEUMONIA,1.426426,0.400000,0.200000,0.150000,0.220000
1265,PNEUMONIA,1.436014,0.000000,0.000000,0.050000,0.020000
1266,PNEUMONIA,1.434013,0.000000,0.000000,0.050000,0.140000
1267,PNEUMONIA,1.411038,0.200000,0.100000,0.100000,0.060000
1268,PNEUMONIA,1.421709,0.000000,0.200000,0.150000,0.200000
1269,PNEUMONIA,1.409611,0.200000,0.100000,0.050000,0.140000
1270,PNEUMONIA,1.417409,0.200000,0.200000,0.100000,0.180000
1271,PNEUMONIA,1.422459,0.000000,0.000000,0.000000,0.020000
1272,PNEUMONIA,1.408960,0.000000,0.000000,0.000000,0.100000
1273,PNEUMONIA,1.413771,0.000000,0.100000,0.150000,0.160000
1274,PNEUMONIA,1.409621,0.200000,0.100000,0.050000,0.120000
1275,PNEUMONIA,1.401049,0.000000,0.000000,0.000000,0.120000
1276,PNEUMONIA,1.323035,0.000000,0.000000,0.000000,0.060000
1277,PNEUMONIA,1.441575,0.000000,0.100000,0.100000,0.100000
1278,PNEUMONIA,1.420605,0.200000,0.100000,0.150000,0.160000
1279,PNEUMONIA,1.443008,0.000000,0.000000,0.100000,0.140000
1280,PNEUMONIA,1.412637,0.000000,0.100000,0.050000,0.060000
1281,PNEUMONIA,1.416243,0.000000,0.000000,0.150000,0.160000
1282,PNEUMONIA,1.435187,0.000000,0.000000,0.000000,0.100000
1283,PNEUMONIA,1.345464,0.000000,0.000000,0.000000,0.040000
1284,PNEUMONIA,1.423420,0.000000,0.000000,0.000000,0.100000
1285,PNEUMONIA,1.406940,0.200000,0.200000,0.200000,0.140000
1286,PNEUMONIA,1.451248,0.200000,0.100000,0.050000,0.040000
1287,PNEUMONIA,1.443256,0.000000,0.000000,0.000000,0.060000
1288,PNEUMONIA,1.415183,0.000000,0.100000,0.050000,0.040000
1289,PNEUMONIA,1.430201,0.000000,0.300000,0.150000,0.260000
1290,PNEUMONIA,1.410636,0.000000,0.000000,0.000000,0.060000
1291,PNEUMONIA,1.423599,0.000000,0.100000,0.300000,0.160000
1292,PNEUMONIA,1.426817,0.200000,0.100000,0.100000,0.080000
1293,PNEUMONIA,1.408443,0.000000,0.000000,0.000000,0.060000
1294,PNEUMONIA,1.421577,0.000000,0.100000,0.050000,0.160000
1295,PNEUMONIA,1.426046,0.200000,0.100000,0.100000,0.120000
1296,PNEUMONIA,1.432156,0.000000,0.000000,0.150000,0.220000
1297,PNEUMONIA,1.438443,0.000000,0.200000,0.150000,0.160000
1298,PNEUMONIA,1.400554,0.000000,0.000000,0.050000,0.080000
1299,PNEUMONIA,1.402979,0.000000,0.000000,0.000000,0.060000
1300,PNEUMONIA,1.421873,0.000000,0.000000,0.050000,0.120000
1301,PNEUMONIA,1.391963,0.000000,0.100000,0.050000,0.100000
1302,PNEUMONIA,1.441694,0.000000,0.000000,0.150000,0.140000
1303,PNEUMONIA,1.426752,0.200000,0.100000,0.100000,0.180000
1304,PNEUMONIA,1.418271,0.200000,0.100000,0.050000,0.160000
1305,PNEUMONIA,1.414758,0.000000,0.000000,0.050000,0.180000
1306,PNEUMONIA,1.422006,0.200000,0.100000,0.100000,0.200000
1307,PNEUMONIA,1.426469,0.000000,0.000000,0.100000,0.080000
1308,PNEUMONIA,1.414544,0.000000,0.000000,0.100000,0.080000
1309,PNEUMONIA,1.440269,0.000000,0.000000,0.250000,0.300000
1310,PNEUMONIA,1.402910,0.000000,0.000000,0.100000,0.080000
1311,PNEUMONIA,1.394401,0.000000,0.100000,0.150000,0.160000
1312,PNEUMONIA,1.435620,0.200000,0.100000,0.100000,0.180000
1313,PNEUMONIA,1.441598,0.200000,0.100000,0.100000,0.280000
1314,PNEUMONIA,1.432494,0.400000,0.300000,0.300000,0.260000
1315,PNEUMONIA,1.441217,0.200000,0.100000,0.300000,0.200000
1316,PNEUMONIA,1.413576,0.000000,0.000000,0.000000,0.160000
1317,PNEUMONIA,1.420673,0.000000,0.000000,0.000000,0.220000
1318,PNEUMONIA,1.435172,0.000000,0.000000,0.000000,0.100000
1319,PNEUMONIA,1.403415,0.000000,0.000000,0.000000,0.060000
1320,PNEUMONIA,1.565281,0.000000,0.000000,0.000000,0.100000
1321,PNEUMONIA,1.461038,0.200000,0.200000,0.200000,0.280000
1322,PNEUMONIA,1.396986,0.000000,0.000000,0.000000,0.000000
1323,PNEUMONIA,1.420547,0.000000,0.100000,0.150000,0.180000
1324,PNEUMONIA,1.390097,0.000000,0.100000,0.050000,0.080000
1325,PNEUMONIA,1.425634,0.000000,0.000000,0.000000,0.160000
1326,PNEUMONIA,1.434123,0.200000,0.100000,0.050000,0.200000
1327,PNEUMONIA,1.442178,0.000000,0.100000,0.100000,0.180000
1328,PNEUMONIA,1.415540,0.000000,0.100000,0.050000,0.100000
1329,PNEUMONIA,1.411539,0.000000,0.000000,0.100000,0.140000
1330,PNEUMONIA,1.229481,0.000000,0.000000,0.000000,0.060000
1331,PNEUMONIA,1.411183,0.000000,0.100000,0.100000,0.160000
1332,PNEUMONIA,1.415760,0.400000,0.500000,0.250000,0.180000
1333,PNEUMONIA,1.396133,0.000000,0.000000,0.000000,0.060000
1334,PNEUMONIA,1.440554,0.200000,0.200000,0.150000,0.320000
1335,PNEUMONIA,1.417005,0.000000,0.000000,0.100000,0.060000
1336,PNEUMONIA,1.436764,0.000000,0.000000,0.000000,0.060000
1337,PNEUMONIA,1.410654,0.400000,0.300000,0.200000,0.220000
1338,PNEUMONIA,1.398809,0.200000,0.100000,0.050000,0.100000
1339,PNEUMONIA,1.436712,0.000000,0.100000,0.050000,0.060000
1340,PNEUMONIA,1.414189,0.000000,0.000000,0.050000,0.160000
1341,PNEUMONIA,1.410588,0.000000,0.200000,0.150000,0.200000
1342,PNEUMONIA,1.419168,0.000000,0.000000,0.050000,0.080000
1343,PNEUMONIA,1.430037,0.000000,0.000000,0.150000,0.260000
1344,PNEUMONIA,1.428876,0.000000,0.000000,0.050000,0.100000
1345,PNEUMONIA,1.426731,0.000000,0.000000,0.050000,0.120000
1346,PNEUMONIA,1.442673,0.000000,0.200000,0.250000,0.360000
1347,PNEUMONIA,1.441933,0.000000,0.100000,0.050000,0.080000
1348,PNEUMONIA,1.431040,0.000000,0.000000,0.150000,0.180000
1349,PNEUMONIA,1.402107,0.200000,0.100000,0.150000,0.200000
1350,PNEUMONIA,1.400882,0.000000,0.000000,0.050000,0.080000
1351,PNEUMONIA,1.439524,0.200000,0.200000,0.100000,0.100000
1352,PNEUMONIA,1.417961,0.000000,0.400000,0.300000,0.220000
1353,PNEUMONIA,1.421536,0.000000,0.100000,0.100000,0.200000
1354,PNEUMONIA,1.422956,0.000000,0.100000,0.050000,0.200000
1355,PNEUMONIA,1.444556,0.000000,0.100000,0.100000,0.240000
1356,PNEUMONIA,1.435870,0.200000,0.200000,0.150000,0.140000
1357,PNEUMONIA,1.433018,0.400000,0.300000,0.150000,0.180000
1358,PNEUMONIA,1.423497,0.000000,0.100000,0.150000,0.140000
1359,PNEUMONIA,1.423252,0.000000,0.000000,0.150000,0.240000
1360,PNEUMONIA,1.408377,0.000000,0.000000,0.100000,0.160000
1361,PNEUMONIA,1.422486,0.000000,0.000000,0.050000,0.160000
1362,PNEUMONIA,1.415245,0.000000,0.100000,0.250000,0.200000
1363,PNEUMONIA,1.423155,0.200000,0.200000,0.200000,0.180000
1364,PNEUMONIA,1.416132,0.200000,0.200000,0.250000,0.340000
1365,PNEUMONIA,1.426614,0.000000,0.000000,0.050000,0.100000
1366,PNEUMONIA,1.414992,0.200000,0.100000,0.100000,0.180000
1367,PNEUMONIA,1.420450,0.000000,0.000000,0.000000,0.060000
1368,PNEUMONIA,1.451994,0.000000,0.100000,0.050000,0.140000
1369,PNEUMONIA,1.424266,0.000000,0.000000,0.050000,0.100000
1370,PNEUMONIA,1.414486,0.200000,0.100000,0.150000,0.120000
1371,PNEUMONIA,1.429078,0.000000,0.100000,0.100000,0.060000
1372,PNEUMONIA,1.436672,0.000000,0.200000,0.200000,0.240000
1373,PNEUMONIA,1.433525,0.200000,0.100000,0.200000,0.240000
1374,PNEUMONIA,1.430100,0.000000,0.000000,0.150000,0.140000
1375,PNEUMONIA,1.232835,0.000000,0.000000,0.000000,0.020000
1376,PNEUMONIA,1.431589,0.400000,0.200000,0.150000,0.220000
1377,PNEUMONIA,1.423807,0.000000,0.100000,0.300000,0.300000
1378,PNEUMONIA,1.431938,0.000000,0.100000,0.100000,0.160000
1379,PNEUMONIA,1.425350,0.200000,0.300000,0.200000,0.260000
1380,PNEUMONIA,1.427995,0.000000,0.000000,0.100000,0.300000
1381,PNEUMONIA,1.429081,0.000000,0.000000,0.000000,0.100000
1382,PNEUMONIA,1.437553,0.000000,0.000000,0.150000,0.100000
1383,PNEUMONIA,1.412987,0.000000,0.000000,0.050000,0.020000
1384,PNEUMONIA,1.399790,0.200000,0.100000,0.100000,0.120000
1385,PNEUMONIA,1.398252,0.000000,0.000000,0.000000,0.040000
1386,PNEUMONIA,1.434807,0.000000,0.000000,0.100000,0.140000
1387,PNEUMONIA,1.375533,0.000000,0.000000,0.150000,0.080000
1388,PNEUMONIA,1.408966,0.000000,0.000000,0.000000,0.060000
1389,PNEUMONIA,1.422125,0.200000,0.200000,0.200000,0.200000
1390,PNEUMONIA,1.426261,0.000000,0.000000,0.050000,0.160000
1391,PNEUMONIA,1.432491,0.200000,0.300000,0.250000,0.220000
1392,PNEUMONIA,1.441647,0.000000,0.100000,0.050000,0.180000
1393,PNEUMONIA,1.406576,0.000000,0.100000,0.100000,0.260000
1394,PNEUMONIA,1.433246,0.600000,0.300000,0.250000,0.280000
1395,PNEUMONIA,1.417891,0.000000,0.200000,0.100000,0.080000
1396,PNEUMONIA,1.438223,0.200000,0.200000,0.150000,0.180000
1397,PNEUMONIA,1.419119,0.000000,0.200000,0.200000,0.360000
1398,PNEUMONIA,1.385050,0.000000,0.000000,0.050000,0.040000
1399,PNEUMONIA,1.405149,0.200000,0.200000,0.250000,0.260000
1400,PNEUMONIA,1.316010,0.000000,0.100000,0.050000,0.060000
1401,PNEUMONIA,1.392913,0.000000,0.000000,0.050000,0.080000
1402,PNEUMONIA,1.420577,0.000000,0.000000,0.200000,0.460000
1403,PNEUMONIA,1.531131,0.000000,0.100000,0.100000,0.040000
1404,PNEUMONIA,1.431033,0.000000,0.100000,0.100000,0.200000
1405,PNEUMONIA,1.412918,0.000000,0.000000,0.150000,0.140000
1406,PNEUMONIA,1.427677,0.000000,0.100000,0.150000,0.120000
1407,PNEUMONIA,1.330623,0.000000,0.000000,0.000000,0.060000
1408,PNEUMONIA,1.420665,0.000000,0.100000,0.050000,0.180000
1409,PNEUMONIA,1.438431,0.000000,0.000000,0.150000,0.140000
1410,PNEUMONIA,1.427291,0.000000,0.000000,0.050000,0.100000
1411,PNEUMONIA,1.412720,0.000000,0.100000,0.250000,0.260000
1412,PNEUMONIA,1.412122,0.000000,0.000000,0.050000,0.140000
1413,PNEUMONIA,1.422358,0.200000,0.300000,0.300000,0.200000
1414,PNEUMONIA,1.408452,0.000000,0.000000,0.050000,0.080000
1415,PNEUMONIA,1.417186,0.000000,0.000000,0.000000,0.080000
1416,PNEUMONIA,1.425482,0.200000,0.200000,0.300000,0.380000
1417,PNEUMONIA,1.430517,0.000000,0.100000,0.200000,0.120000
1418,PNEUMONIA,1.419015,0.000000,0.100000,0.100000,0.200000
1419,PNEUMONIA,1.424091,0.000000,0.000000,0.050000,0.080000
1420,PNEUMONIA,1.402600,0.000000,0.100000,0.050000,0.080000
1421,PNEUMONIA,1.407319,0.000000,0.000000,0.000000,0.060000
1422,PNEUMONIA,1.421992,0.200000,0.300000,0.250000,0.280000
1423,PNEUMONIA,1.439013,0.000000,0.000000,0.000000,0.000000
1424,PNEUMONIA,1.468170,0.200000,0.100000,0.050000,0.020000
1425,PNEUMONIA,1.436457,0.200000,0.200000,0.150000,0.200000
1426,PNEUMONIA,1.333756,0.000000,0.000000,0.000000,0.020000
1427,PNEUMONIA,1.402632,0.000000,0.100000,0.050000,0.180000
1428,PNEUMONIA,1.431400,0.000000,0.100000,0.050000,0.140000
1429,PNEUMONIA,1.418415,0.000000,0.100000,0.050000,0.100000
1430,PNEUMONIA,1.422762,0.000000,0.000000,0.050000,0.180000
1431,PNEUMONIA,1.414608,0.200000,0.100000,0.100000,0.140000
1432,PNEUMONIA,1.414263,0.200000,0.100000,0.050000,0.160000
1433,PNEUMONIA,1.420231,0.000000,0.000000,0.000000,0.080000
1434,PNEUMONIA,1.429011,0.000000,0.000000,0.000000,0.100000
1435,PNEUMONIA,1.429604,0.000000,0.100000,0.150000,0.140000
1436,PNEUMONIA,1.434810,0.000000,0.000000,0.050000,0.080000
1437,PNEUMONIA,1.419024,0.000000,0.100000,0.100000,0.220000
1438,PNEUMONIA,1.429657,0.000000,0.000000,0.050000,0.140000
1439,PNEUMONIA,1.431674,0.000000,0.000000,0.050000,0.080000
1440,PNEUMONIA,1.429320,0.000000,0.100000,0.050000,0.180000
1441,PNEUMONIA,1.413230,0.000000,0.100000,0.100000,0.080000
1442,PNEUMONIA,1.415466,0.000000,0.000000,0.050000,0.060000
1443,PNEUMONIA,1.427605,0.000000,0.000000,0.050000,0.100000
1444,PNEUMONIA,1.414030,0.000000,0.000000,0.100000,0.220000
1445,PNEUMONIA,1.434464,0.000000,0.000000,0.000000,0.120000
1446,PNEUMONIA,1.431924,0.000000,0.000000,0.050000,0.180000
1447,PNEUMONIA,1.422302,0.000000,0.000000,0.000000,0.040000
1448,PNEUMONIA,1.431545,0.000000,0.200000,0.150000,0.140000
1449,PNEUMONIA,1.348084,0.000000,0.000000,0.000000,0.020000
1450,PNEUMONIA,1.429020,0.000000,0.000000,0.000000,0.000000
1451,PNEUMONIA,1.427080,0.000000,0.100000,0.050000,0.100000
1452,PNEUMONIA,1.412552,0.000000,0.000000,0.000000,0.160000
1453,PNEUMONIA,1.421567,0.200000,0.200000,0.150000,0.120000
1454,PNEUMONIA,1.348112,0.000000,0.000000,0.000000,0.020000
1455,PNEUMONIA,1.429528,0.000000,0.000000,0.100000,0.180000
1456,PNEUMONIA,1.412259,0.000000,0.000000,0.100000,0.140000
1457,PNEUMONIA,1.438125,0.000000,0.300000,0.150000,0.100000
1458,PNEUMONIA,1.406681,0.000000,0.000000,0.050000,0.080000
1459,PNEUMONIA,1.413051,0.000000,0.000000,0.100000,0.240000
1460,PNEUMONIA,1.420156,0.200000,0.200000,0.200000,0.240000
1461,PNEUMONIA,1.414418,0.400000,0.300000,0.250000,0.160000
1462,PNEUMONIA,1.404031,0.000000,0.100000,0.150000,0.120000
1463,PNEUMONIA,1.426525,0.200000,0.200000,0.100000,0.200000
1464,PNEUMONIA,1.415448,0.000000,0.000000,0.050000,0.100000
1465,PNEUMONIA,1.403969,0.200000,0.100000,0.200000,0.200000
1466,PNEUMONIA,1.319041,0.000000,0.000000,0.050000,0.060000
1467,PNEUMONIA,1.425683,0.000000,0.000000,0.000000,0.120000
1468,PNEUMONIA,1.431881,0.200000,0.100000,0.200000,0.280000
1469,PNEUMONIA,1.415787,0.000000,0.100000,0.050000,0.160000
1470,PNEUMONIA,1.415360,0.000000,0.000000,0.050000,0.040000
1471,PNEUMONIA,1.394047,0.400000,0.300000,0.200000,0.220000
1472,PNEUMONIA,1.274474,0.000000,0.000000,0.050000,0.040000
1473,PNEUMONIA,1.437692,0.000000,0.100000,0.050000,0.080000
1474,PNEUMONIA,1.417744,0.000000,0.000000,0.150000,0.280000
1475,PNEUMONIA,1.420207,0.200000,0.100000,0.050000,0.040000
1476,PNEUMONIA,1.237462,0.000000,0.100000,0.050000,0.100000
1477,PNEUMONIA,1.426137,0.000000,0.000000,0.100000,0.200000
1478,PNEUMONIA,1.411198,0.000000,0.100000,0.050000,0.060000
1479,PNEUMONIA,1.470219,0.200000,0.100000,0.150000,0.220000
1480,PNEUMONIA,1.421303,0.000000,0.200000,0.200000,0.100000
1481,PNEUMONIA,1.425735,0.000000,0.100000,0.200000,0.240000
1482,PNEUMONIA,1.415130,0.000000,0.000000,0.050000,0.220000
1483,PNEUMONIA,1.424358,0.000000,0.000000,0.100000,0.140000
1484,PNEUMONIA,1.421659,0.200000,0.100000,0.150000,0.200000
1485,PNEUMONIA,1.423486,0.000000,0.100000,0.150000,0.120000
1486,PNEUMONIA,1.374463,0.000000,0.100000,0.050000,0.120000
1487,PNEUMONIA,1.420116,0.200000,0.100000,0.250000,0.280000
1488,PNEUMONIA,1.408830,0.000000,0.000000,0.000000,0.060000
1489,PNEUMONIA,1.392661,0.000000,0.100000,0.150000,0.120000
1490,PNEUMONIA,1.428554,0.000000,0.000000,0.100000,0.100000
1491,PNEUMONIA,1.422032,0.000000,0.000000,0.150000,0.260000
1492,PNEUMONIA,1.405121,0.000000,0.000000,0.000000,0.060000
1493,PNEUMONIA,1.428814,0.200000,0.100000,0.250000,0.340000
1494,PNEUMONIA,1.418138,0.000000,0.000000,0.100000,0.180000
1495,PNEUMONIA,1.400725,0.000000,0.100000,0.050000,0.120000
1496,PNEUMONIA,1.406346,0.000000,0.000000,0.050000,0.140000
1497,PNEUMONIA,1.438058,0.000000,0.000000,0.050000,0.040000
1498,PNEUMONIA,1.432235,0.200000,0.200000,0.150000,0.140000
1499,PNEUMONIA,1.435118,0.000000,0.100000,0.100000,0.240000
1500,PNEUMONIA,1.403013,0.000000,0.200000,0.150000,0.180000
1501,PNEUMONIA,1.432368,0.000000,0.000000,0.050000,0.080000
1502,PNEUMONIA,1.416558,0.000000,0.000000,0.000000,0.140000
1503,PNEUMONIA,1.425279,0.000000,0.000000,0.000000,0.120000
1504,PNEUMONIA,1.415481,0.000000,0.000000,0.000000,0.040000
1505,PNEUMONIA,1.342392,0.000000,0.000000,0.000000,0.000000
1506,PNEUMONIA,1.424369,0.200000,0.200000,0.200000,0.220000
1507,PNEUMONIA,1.417594,0.000000,0.100000,0.050000,0.080000
1508,PNEUMONIA,1.415870,0.000000,0.000000,0.000000,0.220000
1509,PNEUMONIA,1.441276,0.000000,0.300000,0.200000,0.300000
1510,PNEUMONIA,1.419769,0.000000,0.200000,0.100000,0.120000
1511,PNEUMONIA,1.425407,0.000000,0.000000,0.000000,0.160000
1512,PNEUMONIA,1.429600,0.400000,0.200000,0.100000,0.200000
1513,PNEUMONIA,1.421858,0.000000,0.000000,0.050000,0.100000
1514,PNEUMONIA,1.432710,0.400000,0.200000,0.100000,0.160000
1515,PNEUMONIA,1.427150,0.000000,0.200000,0.250000,0.300000
1516,PNEUMONIA,1.419666,0.400000,0.200000,0.100000,0.140000
1517,PNEUMONIA,1.427356,0.200000,0.100000,0.150000,0.100000
1518,PNEUMONIA,1.391238,0.200000,0.200000,0.100000,0.180000
1519,PNEUMONIA,1.430801,0.000000,0.200000,0.200000,0.280000
1520,PNEUMONIA,1.424141,0.000000,0.100000,0.050000,0.080000
1521,PNEUMONIA,1.424539,0.000000,0.000000,0.050000,0.120000
1522,PNEUMONIA,1.421106,0.000000,0.000000,0.000000,0.080000
1523,PNEUMONIA,1.447397,0.000000,0.000000,0.000000,0.020000
1524,PNEUMONIA,1.409428,0.200000,0.200000,0.100000,0.120000
1525,PNEUMONIA,1.425300,0.000000,0.300000,0.250000,0.260000
1526,PNEUMONIA,1.423142,0.000000,0.100000,0.150000,0.280000
1527,PNEUMONIA,1.421947,0.000000,0.000000,0.100000,0.080000
1528,PNEUMONIA,1.417401,0.200000,0.100000,0.150000,0.080000
1529,PNEUMONIA,1.424495,0.200000,0.100000,0.050000,0.040000
1530,PNEUMONIA,1.428935,0.000000,0.000000,0.200000,0.240000
1531,PNEUMONIA,1.415137,0.000000,0.000000,0.050000,0.180000
1532,PNEUMONIA,1.411565,0.200000,0.300000,0.450000,0.320000
1533,PNEUMONIA,1.418737,0.000000,0.100000,0.050000,0.120000
1534,PNEUMONIA,1.419852,0.000000,0.000000,0.000000,0.080000
1535,PNEUMONIA,1.434114,0.000000,0.200000,0.350000,0.380000
1536,PNEUMONIA,1.424883,0.000000,0.200000,0.150000,0.320000
1537,PNEUMONIA,1.422836,0.000000,0.200000,0.200000,0.160000
1538,PNEUMONIA,1.416986,0.000000,0.100000,0.150000,0.200000
1539,PNEUMONIA,1.428423,0.000000,0.100000,0.100000,0.220000
1540,PNEUMONIA,1.414040,0.000000,0.100000,0.150000,0.160000
1541,PNEUMONIA,1.426460,0.000000,0.100000,0.100000,0.180000
1542,PNEUMONIA,1.423761,0.000000,0.000000,0.000000,0.000000
1543,PNEUMONIA,1.405869,0.000000,0.100000,0.150000,0.180000
1544,PNEUMONIA,1.411389,0.000000,0.000000,0.000000,0.060000
1545,PNEUMONIA,1.417780,0.200000,0.200000,0.250000,0.200000
1546,PNEUMONIA,1.419323,0.000000,0.000000,0.000000,0.000000
1547,PNEUMONIA,1.442750,0.200000,0.200000,0.200000,0.200000
1548,PNEUMONIA,1.436182,0.000000,0.000000,0.100000,0.140000
1549,PNEUMONIA,1.438505,0.000000,0.000000,0.150000,0.140000
1550,PNEUMONIA,1.427994,0.000000,0.000000,0.200000,0.200000
1551,PNEUMONIA,1.416291,0.000000,0.100000,0.100000,0.160000
1552,PNEUMONIA,1.432957,0.000000,0.000000,0.050000,0.120000
1553,PNEUMONIA,1.414780,0.000000,0.100000,0.050000,0.080000
1554,PNEUMONIA,1.409009,0.000000,0.000000,0.000000,0.060000
1555,PNEUMONIA,1.414038,0.000000,0.000000,0.000000,0.080000
1556,PNEUMONIA,1.429283,0.000000,0.000000,0.100000,0.140000
1557,PNEUMONIA,1.426241,0.000000,0.000000,0.050000,0.040000
1558,PNEUMONIA,1.443363,0.000000,0.000000,0.000000,0.100000
1559,PNEUMONIA,1.431469,0.000000,0.100000,0.050000,0.160000
1560,PNEUMONIA,1.408855,0.000000,0.000000,0.000000,0.120000
1561,PNEUMONIA,1.395214,0.000000,0.000000,0.000000,0.080000
1562,PNEUMONIA,1.430456,0.000000,0.100000,0.100000,0.100000
1563,PNEUMONIA,1.423055,0.600000,0.300000,0.200000,0.200000
1564,PNEUMONIA,1.428671,0.000000,0.100000,0.050000,0.080000
1565,PNEUMONIA,1.439141,0.000000,0.000000,0.050000,0.060000
1566,PNEUMONIA,1.416277,0.200000,0.100000,0.100000,0.180000
1567,PNEUMONIA,1.403631,0.000000,0.000000,0.050000,0.140000
1568,PNEUMONIA,1.445491,0.000000,0.100000,0.100000,0.160000
1569,PNEUMONIA,1.403562,0.200000,0.100000,0.150000,0.140000
